author_sort                                                                                                , authors                                                                                              , timestamp                  , formats          , isbn           , pubdate                       , publisher                        , series                               , series_index, tags                                                          , title                                                                                                                                                                                       , title_sort
"Costa, Mélissa Da"                                                                                        , "Mélissa Da Costa"                                                                                   , "2022-08-11T13:42:20+02:00", "epub, mobi"     , ""             , "2022-03-02T00:00:00+01:00"   , "Editions Albin Michel"          , ""                                   , "1.0"       , "epub, novel"                                                 , "Les douleurs fantômes"                                                                                                                                                                     , "douleurs fantômes, Les"
"Giacometti, Éric & Ravenne, Jacques"                                                                      , "Éric Giacometti & Jacques Ravenne"                                                                  , "2022-08-11T13:57:31+02:00", "epub, mobi"     , ""             , "2022-04-13T14:51:06+02:00"   , "JC Lattès"                      , "Le cycle du soleil noir"            , "5.0"       , "epub, thriller"                                              , "669"                                                                                                                                                                                       , "669"
"grangé, jean-christophe"                                                                                  , "Jean-Christophe Grangé"                                                                             , "2022-08-11T13:57:31+02:00", "epub, mobi"     , ""             , "2021-09-08T02:00:00+02:00"   , "Éditions Albin Michel"          , ""                                   , "1.0"       , "epub, The MIT Press"                                         , "Les promises"                                                                                                                                                                              , "promises, Les"
"Giacometti, Éric & Ravenne, Jacques"                                                                      , "Éric Giacometti & Jacques Ravenne"                                                                  , "2022-08-11T13:57:31+02:00", "epub, mobi"     , "9782709666688", "2021-04-14T09:15:29+02:00"   , "JC Lattès"                      , "Le cycle du soleil noir"            , "4.0"       , "epub, thriller"                                              , "Résurrection"                                                                                                                                                                              , "Résurrection"
"Ishiguro, Kazuo"                                                                                          , "Kazuo Ishiguro"                                                                                     , "2022-09-08T15:04:12+02:00", "epub, mobi"     , ""             , "2021-08-19T13:44:06+02:00"   , "Gallimard"                      , ""                                   , "1.0"       , "Littérature Anglaise, Littérature Japonaise"                 , "Klara et le soleil"                                                                                                                                                                        , "Klara et le soleil"
"Damasio, Alain"                                                                                           , "Alain Damasio"                                                                                      , "2022-09-08T15:04:13+02:00", "epub, mobi"     , ""             , "0101-01-01T00:09:21+00:09:21", ""                               , ""                                   , "1.0"       , "epub, science fiction"                                       , "La zone du dehors"                                                                                                                                                                         , "zone du dehors, La"
"Fabrice Kuhn, Hugues Daniel"                                                                              , "Fabrice Kuhn, Hugues Daniel"                                                                        , "2022-09-08T15:04:13+02:00", "epub"           , ""             , "0101-01-01T00:09:21+00:09:21", "Thierry Souccar"                , ""                                   , "1.0"       , "epub, sport"                                                 , "Nutrition de l'endurance : Les secrets pour booster vos performances"                                                                                                                      , "Nutrition de l'endurance : Les secrets pour booster vos performances"
"Sheridan, Richard"                                                                                        , "Richard Sheridan"                                                                                   , "2022-09-08T15:04:13+02:00", "epub, mobi"     , ""             , "2016-06-17T00:00:00+02:00"   , ""                               , ""                                   , "1.0"       , "epub, business"                                              , "Joy, Inc."                                                                                                                                                                                 , "Joy, Inc."
"Maffetone, Philip"                                                                                        , "Philip Maffetone"                                                                                   , "2022-09-08T15:04:14+02:00", "epub"           , ""             , "2010-09-22T07:00:00+02:00"   , "Skyhorse Publishing"            , ""                                   , "1.0"       , "epub, sport"                                                 , "The Big Book of Endurance Training and Racing"                                                                                                                                             , "Big Book of Endurance Training and Racing, The"
"Hemingway, Ernest"                                                                                        , "Ernest Hemingway"                                                                                   , "2022-09-08T15:04:36+02:00", "epub, mobi"     , "9782072422966", "1971-09-15T05:00:00+01:00"   , "Gallimard"                      , ""                                   , "1.0"       , "epub, novel"                                                 , "Iles à la dérive"                                                                                                                                                                          , "Iles à la dérive"
"martin-lugand, agnès"                                                                                     , "Agnès Martin-Lugand"                                                                                , "2022-10-07T17:59:43+02:00", "epub, mobi"     , "9782749946849", "2021-03-25T00:00:00+01:00"   , "Michel Lafon"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "La Datcha"                                                                                                                                                                                 , "Datcha, La"
"Fitzgerald, Matt"                                                                                         , "Matt Fitzgerald"                                                                                    , "2022-10-07T18:01:07+02:00", "epub"           , "9780698165847", "2014-08-07T00:00:00+02:00"   , "Penguin Publishing Group"       , ""                                   , "1.0"       , "epub, sport"                                                 , "80/20 Running"                                                                                                                                                                             , "80/20 Running"
"Fitzgerald, Matt"                                                                                         , "Matt Fitzgerald"                                                                                    , "2022-10-07T18:01:25+02:00", "epub"           , "9780738218984", "2016-10-12T02:00:00+02:00"   , "Da Capo Press"                  , ""                                   , "1.0"       , "epub, sport"                                                 , "The Endurance Diet"                                                                                                                                                                        , "Endurance Diet, The"
"Tolkien, J.R.R."                                                                                          , "J.R.R. Tolkien"                                                                                     , "2022-10-14T20:44:40+02:00", "epub, mobi"     , ""             , "0101-01-01T00:09:21+00:09:21", ""                               , ""                                   , "1.0"       , "epub, fantasy"                                               , "Le Silmarillion"                                                                                                                                                                           , "Silmarillion, Le"
"Gresh, Lois H."                                                                                           , "Lois H. Gresh"                                                                                      , "2022-11-06T11:50:50+01:00", "epub"           , "9782376972150", "2021-02-10T00:00:00+01:00"   , "Ynnis Éditions"                 , "Sherlock vs Cthulhu"                , "2.0"       , "epub, fantasy"                                               , "Les psychoses neurales"                                                                                                                                                                    , "psychoses neurales, Les"
"Gresh, Lois H."                                                                                           , "Lois H. Gresh"                                                                                      , "2022-11-06T11:50:50+01:00", "epub"           , ""             , "2022-08-17T00:00:00+02:00"   , "Ynnis Edition"                  , "Sherlock vs Cthulhu"                , "3.0"       , "epub, fantasy"                                               , "Les mutations d'Innsmouth"                                                                                                                                                                 , "mutations d'Innsmouth, Les"
"Stoker, Bram"                                                                                             , "Bram Stoker"                                                                                        , "2022-11-18T18:26:49+01:00", "epub, mobi"     , ""             , "1897-11-14T23:09:21+00:09:21", "Feedbooks"                      , ""                                   , "1.0"       , "epub, horror"                                                , "Dracula"                                                                                                                                                                                   , "Dracula"
"cixin, liu"                                                                                               , "Liu Cixin"                                                                                          , "2022-11-18T18:42:48+01:00", "epub, mobi"     , ""             , "2022-10-11T00:00:00+02:00"   , "Actes Sud"                      , ""                                   , "1.0"       , "epub, science fiction"                                       , "Les migrants du temps"                                                                                                                                                                     , "migrants du temps, Les"
"Tesson, Sylvain"                                                                                          , "Sylvain Tesson"                                                                                     , "2022-12-03T14:16:25+01:00", "epub, mobi"     , ""             , "2022-10-13T00:00:00+02:00"   , "Gallimard"                      , ""                                   , "1.0"       , "epub, novel"                                                 , "Blanc"                                                                                                                                                                                     , "Blanc"
"Saint-Exupéry, Antoine de"                                                                                , "Antoine de Saint-Exupéry"                                                                           , "2022-12-03T14:20:21+01:00", "epub, mobi"     , ""             , "2011-07-01T22:43:19+02:00"   , "Gallimard"                      , ""                                   , "1.0"       , "epub, novel"                                                 , "Terre des hommes"                                                                                                                                                                          , "Terre des hommes"
"Saint-Exupéry, Antoine de"                                                                                , "Antoine de Saint-Exupéry"                                                                           , "2022-12-03T14:21:05+01:00", "epub, mobi"     , ""             , "2011-04-16T00:00:00+02:00"   , "Ebooks libres et gratuits"      , ""                                   , "1.0"       , "epub, novel"                                                 , "Courrier sud"                                                                                                                                                                              , "Courrier sud"
"Saint-Exupéry, Antoine de"                                                                                , "Antoine de Saint-Exupéry"                                                                           , "2022-12-03T14:21:28+01:00", "epub"           , ""             , "2011-06-29T19:08:33+02:00"   , ""                               , ""                                   , "1.0"       , "epub, novel"                                                 , "Le Petit Prince"                                                                                                                                                                           , "Le Petit Prince"
"david-néel, alexandra"                                                                                    , "Alexandra David-Néel"                                                                               , "2022-12-03T14:30:42+01:00", "epub, mobi"     , ""             , "2012-02-07T18:07:12+01:00"   , "Pocket"                         , ""                                   , "1.0"       , "epub, novel"                                                 , "Le lama aux cinq sagesses"                                                                                                                                                                 , "Le lama aux cinq sagesses"
"Dazai, Osamu"                                                                                             , "Osamu Dazai"                                                                                        , "2022-12-03T14:32:35+01:00", "epub, mobi"     , ""             , "0101-01-01T00:09:21+00:09:21", ""                               , ""                                   , "1.0"       , "epub, novel"                                                 , "Le mont crépitant"                                                                                                                                                                         , "mont crépitant, Le"
"Thompson, Hunter S."                                                                                      , "Hunter S. Thompson"                                                                                 , "2022-12-03T14:46:46+01:00", "epub, mobi"     , ""             , "1972-03-06T00:00:00+01:00"   , "10/18"                          , ""                                   , "1.0"       , "epub, novel"                                                 , "Las Vegas parano"                                                                                                                                                                          , "Las Vegas parano"
"fleming, ian"                                                                                             , "Ian Fleming"                                                                                        , "2022-12-03T14:48:21+01:00", "epub, mobi"     , ""             , "2011-12-27T15:05:37+01:00"   , "Plon"                           , ""                                   , "1.0"       , "epub, novel"                                                 , "Les contrebandiers du diamant"                                                                                                                                                             , "Les contrebandiers du diamant"
"Horn, Mike"                                                                                               , "Mike Horn"                                                                                          , "2022-12-04T19:06:38+01:00", "epub, mobi"     , ""             , "2015-10-19T00:00:00+02:00"   , "XO Editions"                    , ""                                   , "1.0"       , "epub, sport, biography"                                      , "Conquérant de l’impossible"                                                                                                                                                                , "Conquérant de l’impossible"
"Project, The Shift"                                                                                       , "The Shift Project"                                                                                  , "2023-01-05T11:29:25+01:00", "epub, mobi"     , ""             , "2022-01-27T12:25:36+01:00"   , "Odile Jacob"                    , ""                                   , "1.0"       , "epub, business"                                              , "Climat, crises : le plan de transformation de l’économie française"                                                                                                                        , "Climat, crises : le plan de transformation de l’économie française"
"Ankaoua, Maud"                                                                                            , "Maud Ankaoua"                                                                                       , "2023-02-09T18:50:50+01:00", "epub, mobi"     , ""             , "2022-02-15T01:00:00+01:00"   , "eyrolles"                       , ""                                   , "1.0"       , "epub, novel"                                                 , "Plus jamais sans moi"                                                                                                                                                                      , "Plus jamais sans moi"
"Ledig, Agnès"                                                                                             , "Agnès Ledig"                                                                                        , "2023-02-09T18:50:50+01:00", "epub, mobi"     , ""             , "2022-12-16T01:00:00+01:00"   , "Albin Michel"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "Un abri de fortune"                                                                                                                                                                        , "abri de fortune, Un"
"Gomart, Christophe & GUISNEL, Jean"                                                                       , "Christophe Gomart & Jean Guisnel"                                                                   , "2023-03-20T08:50:07+01:00", "epub, mobi"     , ""             , "2020-08-30T21:36:23+02:00"   , "Tallandier"                     , ""                                   , "1.0"       , "epub, reportage"                                             , "Soldat de l'ombre"                                                                                                                                                                         , "Soldat de l'ombre"
"Faligot, Roger & GUISNEL, Jean & Kauffer, Rémi"                                                           , "Roger Faligot & Jean Guisnel & Rémi Kauffer"                                                        , "2023-03-20T10:12:35+01:00", "epub, mobi"     , "9782707178565", "2013-11-14T00:00:00+01:00"   , "La Découverte"                  , ""                                   , "1.0"       , "epub, reportage"                                             , "Histoire politique des services secrets français"                                                                                                                                          , "Histoire politique des services secrets français"
"Ellis, Bret Easton"                                                                                       , "Bret Easton Ellis"                                                                                  , "2023-03-20T10:12:35+01:00", "epub, mobi"     , "9782221267325", "2023-03-16T00:00:00+01:00"   , "Robert Laffont"                 , ""                                   , "1.0"       , "epub, novel"                                                 , "Les Éclats"                                                                                                                                                                                , "Éclats, Les"
"Leleu, Jean-Luc"                                                                                          , "Jean-Luc Leleu"                                                                                     , "2023-03-20T18:45:58+01:00", "epub, mobi"     , ""             , "2022-08-18T00:00:00+02:00"   , "Perrin"                         , ""                                   , "1.0"       , "epub, reportage"                                             , "Combattre en dictature"                                                                                                                                                                    , "Combattre en dictature"
"Kourkov, Andreï"                                                                                          , "Andreï Kourkov"                                                                                     , "2023-03-20T18:45:58+01:00", "epub, mobi"     , ""             , "2022-03-15T01:00:00+01:00"   , "Liana Levi"                     , ""                                   , "1.0"       , "epub, novel"                                                 , "Les abeilles grises"                                                                                                                                                                       , "abeilles grises, Les"
"Bruyère-Ostells, Walter"                                                                                  , "Walter Bruyère-Ostells"                                                                             , "2023-03-26T20:17:30+02:00", "epub, mobi"     , ""             , "2022-10-27T00:00:00+02:00"   , "Tempus Perrin"                  , ""                                   , "1.0"       , "epub, reportage"                                             , "Le COS : Histoire des forces spéciales françaises"                                                                                                                                         , "COS : Histoire des forces spéciales françaises, Le"
"Dumas, Alexandre"                                                                                         , "Alexandre Dumas"                                                                                    , "2023-05-04T20:46:40+02:00", "epub, mobi"     , ""             , "2004-11-04T01:00:00+01:00"   , ""                               , ""                                   , "1.0"       , "epub, novel"                                                 , "Les trois mousquetaires"                                                                                                                                                                   , "trois mousquetaires, Les"
"Jobs, Steve"                                                                                              , "Steve Jobs"                                                                                         , "2023-05-04T20:47:11+02:00", "epub, mobi"     , ""             , "2023-04-11T02:00:00+02:00"   , "Steve Jobs Archive"             , ""                                   , "1.0"       , "epub, biography"                                             , "Make Something Wonderful"                                                                                                                                                                  , "Make Something Wonderful"
"Minier, Bernard"                                                                                          , "Bernard Minier"                                                                                     , "2023-05-04T20:47:34+02:00", "epub, mobi"     , "9782374484983", "2023-04-06T00:00:00+02:00"   , "XO"                             , ""                                   , "1.0"       , "epub, thriller"                                              , "Un oeil dans la nuit"                                                                                                                                                                      , "oeil dans la nuit, Un"
"Pancol, Katherine"                                                                                        , "Katherine Pancol"                                                                                   , "2023-05-04T20:47:52+02:00", "epub, mobi"     , ""             , "2023-02-27T14:48:32+01:00"   , "Albin Michel"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "La mariée portait des bottes jaunes"                                                                                                                                                       , "mariée portait des bottes jaunes, La"
"Valognes, Aurélie"                                                                                        , "Aurélie Valognes"                                                                                   , "2023-05-04T20:48:07+02:00", "epub, mobi"     , ""             , "2023-02-01T13:06:20+01:00"   , "Fayard"                         , ""                                   , "1.0"       , "epub, novel"                                                 , "L’envol"                                                                                                                                                                                   , "envol, L’"
"Yanne, Jean"                                                                                              , "Jean Yanne"                                                                                         , "2023-07-06T07:47:48+02:00", "epub, mobi"     , "2724202821"   , "1977-12-22T00:00:00+01:00"   , "Jean Claude Simoën"             , ""                                   , "1.0"       , "epub, novel"                                                 , "L'apocalypse est pour demain"                                                                                                                                                              , "apocalypse est pour demain, L'"
"Grimaldi, Virginie"                                                                                       , "Virginie Grimaldi"                                                                                  , "2023-07-06T07:47:49+02:00", "epub, mobi"     , ""             , "0101-01-01T00:09:21+00:09:21", "Flammarion"                     , ""                                   , "1.0"       , "epub, novel"                                                 , "Une belle vie"                                                                                                                                                                             , "belle vie, Une"
"Lovegrove, James"                                                                                         , "James Lovegrove"                                                                                    , "2023-07-06T07:47:49+02:00", "epub, mobi"     , ""             , "2022-02-09T00:00:00+01:00"   , "Bragelonne"                     , ""                                   , "1.0"       , "epub, fantasy"                                               , "Sherlock Holmes et la bête des Stapleton"                                                                                                                                                  , "Sherlock Holmes et la bête des Stapleton"
"Lovegrove, James"                                                                                         , "James Lovegrove"                                                                                    , "2023-07-06T07:47:49+02:00", "epub, mobi"     , "9791028117887", "2023-02-01T00:00:00+01:00"   , "Bragelonne"                     , ""                                   , "1.0"       , "epub, fantasy"                                               , "Sherlock Holmes et les trois terreurs d'hiver"                                                                                                                                             , "Sherlock Holmes et les trois terreurs d'hiver"
"Grangé, Jean-Christophe"                                                                                  , "Jean-Christophe Grangé"                                                                             , "2023-07-06T07:47:49+02:00", "epub, mobi"     , ""             , "2023-05-03T00:00:00+02:00"   , "Albin Michel"                   , ""                                   , "1.0"       , "epub, thriller"                                              , "Rouge karma"                                                                                                                                                                               , "Rouge karma"
"Hawkins, Paula"                                                                                           , "Paula Hawkins"                                                                                      , "2023-07-06T09:09:24+02:00", "epub, mobi"     , ""             , "2023-06-01T19:19:31+02:00"   , "Sonatine"                       , ""                                   , "1.0"       , "epub, thriller"                                              , "Angle mort"                                                                                                                                                                                , "Angle mort"
"Moriarty, Liane"                                                                                          , "Liane Moriarty"                                                                                     , "2023-08-03T18:18:54+02:00", "epub, mobi"     , ""             , "2022-12-12T10:20:59+01:00"   , "Albin Michel"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "Amours et autres obsessions"                                                                                                                                                               , "Amours et autres obsessions"
"Pancol, Katherine"                                                                                        , "Katherine Pancol"                                                                                   , "2023-08-03T18:18:54+02:00", "epub, mobi"     , ""             , "2020-10-21T14:46:57+02:00"   , "Albin Michel"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "Eugène et moi"                                                                                                                                                                             , "Eugène et moi"
"Valognes, Aurélie"                                                                                        , "Aurélie Valognes"                                                                                   , "2023-08-03T18:18:54+02:00", "epub, mobi"     , ""             , "2016-05-04T00:00:00+02:00"   , "Michel Lafon"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "Nos adorables belles-filles"                                                                                                                                                               , "Nos adorables belles-filles"
"HAWKINS, Paula"                                                                                           , "Paula Hawkins"                                                                                      , "2023-08-03T18:18:54+02:00", "epub, mobi"     , ""             , "2021-09-16T08:59:37+02:00"   , "Sonatine"                       , ""                                   , "1.0"       , "epub, thriller"                                              , "Celle qui brûle"                                                                                                                                                                           , "Celle qui brûle"
"Baranger, François"                                                                                       , "François Baranger"                                                                                  , "2023-08-03T18:23:57+02:00", "epub, mobi"     , ""             , "2023-02-08T09:21:21+01:00"   , "Denoël"                         , "Ars Obscura"                        , "1.0"       , "epub, fantasy"                                               , "Ars Obscura, tome 1 : Sorcier d'empire"                                                                                                                                                    , "Ars Obscura, tome 1 : Sorcier d'empire"
"cixin, liu"                                                                                               , "Liu Cixin"                                                                                          , "2023-08-03T18:34:15+02:00", "epub, mobi"     , ""             , "2018-09-14T11:29:04+02:00"   , "Éditions Actes Sud"             , "Le problème à trois corps"          , "3.0"       , "epub, fantasy"                                               , "Le problème à trois corps, tome 3 : La mort immortelle"                                                                                                                                    , "problème à trois corps, tome 3 : La mort immortelle, Le"
"Shepherd, Peng"                                                                                           , "Peng Shepherd"                                                                                      , "2023-08-07T19:37:24+02:00", "epub, mobi"     , ""             , "2023-04-15T02:00:00+02:00"   , "Albin Michel"                   , ""                                   , "1.0"       , "epub, fantasy"                                               , "Les cartographes"                                                                                                                                                                          , "cartographes, Les"
"Stephenson, Neal"                                                                                         , "Neal Stephenson"                                                                                    , "2023-08-07T19:38:16+02:00", "epub, mobi"     , "9782226484123", "2023-02-20T08:18:38+01:00"   , "Albin Michel"                   , "Choc terminal"                      , "2.0"       , "epub, science fiction"                                       , "Choc terminal, tome 2"                                                                                                                                                                     , "Choc terminal, tome 2"
"Stephenson, Neal"                                                                                         , "Neal Stephenson"                                                                                    , "2023-08-07T19:38:49+02:00", "epub, mobi"     , "9782226483102", "2023-03-01T00:00:00+01:00"   , "Albin Michel"                   , "Choc terminal"                      , "1.0"       , "epub, science fiction"                                       , "Choc terminal, tome 1"                                                                                                                                                                     , "Choc terminal, tome 1"
"Heller, Peter"                                                                                            , "Peter Heller"                                                                                       , "2023-08-07T19:39:14+02:00", "epub, mobi"     , "9782330177843", "2023-04-04T00:00:00+02:00"   , "Actes Sud"                      , ""                                   , "1.0"       , "epub, novel"                                                 , "Le Guide"                                                                                                                                                                                  , "Guide, Le"
"Heller, Peter"                                                                                            , "Peter Heller"                                                                                       , "2023-08-07T19:39:31+02:00", "epub, mobi"     , ""             , "2021-04-07T08:54:30+02:00"   , "Éditions Actes Sud"             , ""                                   , "1.0"       , "epub, novel"                                                 , "La rivière"                                                                                                                                                                                , "La rivière"
"Cognetti, Paolo"                                                                                          , "Paolo Cognetti"                                                                                     , "2023-08-07T19:40:04+02:00", "epub, mobi"     , ""             , "2017-08-23T00:00:00+02:00"   , "Stock"                          , ""                                   , "1.0"       , "epub, novel"                                                 , "Les huit montagnes"                                                                                                                                                                        , "huit montagnes, Les"
"Cognetti, Paolo"                                                                                          , "Paolo Cognetti"                                                                                     , "2023-08-07T19:41:16+02:00", "epub, mobi"     , "9782234087767", "2019-05-09T00:00:00+02:00"   , "Stock"                          , ""                                   , "1.0"       , "epub, novel"                                                 , "Sans jamais atteindre le sommet"                                                                                                                                                           , "Sans jamais atteindre le sommet"
"Grimaldi, Virginie"                                                                                       , "Virginie Grimaldi"                                                                                  , "2023-09-17T12:17:44+02:00", "epub, mobi"     , ""             , "2022-05-04T07:07:50+02:00"   , "Fayard"                         , ""                                   , "1.0"       , "epub, novel"                                                 , "Il nous restera ça"                                                                                                                                                                        , "Il nous restera ça"
"Grohl, Dave"                                                                                              , "Dave Grohl"                                                                                         , "2023-09-17T12:17:47+02:00", "epub, mobi"     , ""             , "2022-10-05T00:00:00+02:00"   , "Harper Collins"                 , ""                                   , "1.0"       , "epub, biography"                                             , "Toute mon histoire"                                                                                                                                                                        , "Toute mon histoire"
"Roques, Dominique"                                                                                        , "Dominique Roques"                                                                                   , "2023-09-17T12:17:50+02:00", "epub"           , ""             , "2021-03-10T12:25:54+01:00"   , "Grasset"                        , ""                                   , "1.0"       , "epub"                                                        , "Cueilleur d’essences"                                                                                                                                                                      , "Cueilleur d’essences"
"Baranger, François"                                                                                       , "François Baranger"                                                                                  , "2023-10-22T14:43:30+02:00", "epub, mobi"     , ""             , "2023-08-10T11:52:10+02:00"   , "Denoël"                         , "Ars Obscura"                        , "2.0"       , "epub, fantasy"                                               , "Ars Obscura, tome 2 : Second sorcier"                                                                                                                                                      , "Ars Obscura, tome 2 : Second sorcier"
"Sandrel, Julien"                                                                                          , "Julien Sandrel"                                                                                     , "2023-10-22T14:43:38+02:00", "mobi, rar"      , "9782702163863", "2019-03-06T00:00:00+01:00"   , "Calmann-Lévy"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "La vie qui m'attendait"                                                                                                                                                                    , "vie qui m'attendait, La"
"Sandrel, Julien"                                                                                          , "Julien Sandrel"                                                                                     , "2023-10-22T14:44:06+02:00", "epub, mobi"     , ""             , "2021-02-24T13:53:43+01:00"   , "Calmann-Lévy"                   , ""                                   , "1.0"       , "epub, novel"                                                 , "Vers le soleil"                                                                                                                                                                            , "Vers le soleil"
"Colombani, Laetitia"                                                                                      , "Laetitia Colombani"                                                                                 , "2023-11-17T08:33:41+01:00", "epub, mobi"     , ""             , "2017-05-27T01:00:00+02:00"   , "Grasset"                        , ""                                   , "1.0"       , "epub, novel"                                                 , "La tresse"                                                                                                                                                                                 , "tresse, La"
